Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
100304,2 BHK Ready to Occupy Flat for sale Action Area I,"2 BHK, Builder Floor Apartment is available for Sale in Action Area I, Kolkata for 68.0 Lac(s)",68 Lac ,6182.0,kolkata,890.0,Ready to Move,2.0,Resale,Unfurnished,North - East,,,2.0,1,,Freehold,,,
16132,5 BHK Ready to Occupy Flat for sale in Hoysala Infantry Towers Sanjayanagara,"One can find this stunning 5 BHK flat for sale in Sanjayanagara, Bangalore. Ideally situated in the Hoysala Infantry Towers township it enjoys a prime location. This flat for resale is just the type of property you have been searching for! You can buy this ready to move flat in Sanjayanagara at a reasonable price of INR 5.25 Cr. The apartment is unfurnished.",5.25 Cr ,8077.0,bangalore,5000.0,Ready to Move,21.0,Resale,Unfurnished,,,,4.0,4,,,,,
100119,2 BHK Ready to Occupy Flat for sale in Arbi 5th Avenue Madhyamgram,"New fully furnished flat of 3yrs with separate covered garrage of 160 sq feet. Jessore road 3min, Madhyamgram Chowmatha 7min, Madhyamgram Station 5min, Star mall 4min. Owner property, NO BROKERAGE. 2BEDROOMS, 2TOILETS, 1BALCONY. Modular kitchen with Chimney, 2 wardrobes, False Ceiling across all the rooms, TV unit, Wine Rack, Curtains, Pureit Ultima water Purifier, 1 king size hydrolic storage Bed, Air conditionerAC pre installed. Prime location. Negotiable. Urgent Sale",31 Lac ,3827.0,kolkata,680.0,Ready to Move,3.0,Resale,Furnished,South -West,Main Road,Arbi 5th Avenue,2.0,1,,Freehold,,,
50730,"4 BHK Ready to Occupy Flat for sale in Luxury Floors Gurgaon Dlf City Phase 4, Sector 28","This gorgeous 4 BHK Flat is available for sale in Dlf City Phase 4, Gurgaon. Located in the Luxury Floors Gurgaon township, the flat enjoys access to the prime spots in the city. This flat for resale has a desirable location. This apartment ready to move in the Dlf City Phase 4 is available for an attractive price of INR 3.95 Cr. The spacious apartment is unfurnished. Some neighbouring landmarks are c block sus lok 1.",3.95 Cr ,13621.0,gurgaon,2505.0,Ready to Move,2.0,Resale,Unfurnished,East,Main Road,Luxury Floors Gurgaon,5.0,4,"1 Covered,",Freehold,,,
173741,4 BHK Ready to Occupy Flat for sale in DLF The Valley Garden Sector 3,"This attractive 4 BHK apartment can be found for sale in Sector 3, Panchkula. Situated in the excellent Dlf The Valley Garden township. The flat enjoys a prime location. Your hunt for the perfect apartment for resale comes to an end here. In Sector 3, this ready to move flat is available at an attractive price of INR 2.21 Cr. Available in unfurnished state, this flat is a great buy. The property is strategically placed near prominent places as near amravati enclave. which make for the smooth living of residents.",2.21 Cr ,9057.0,panchkula,2400.0,Ready to Move,2.0,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",DLF The Valley Garden,5.0,4,1 Open,Freehold,,,
68707,3 BHK Ready to Occupy Flat for sale in orchid petals Sohna Gurgaon Road,"Up for immediate sale is a 3 BHK apartment in Sohna Gurgaon Road, Gurgaon. Don't miss this bargain flat for sale. Strategically situated in the Orchid Petals site, it is placed at a prime location. This apartment is a property of choice for resale. This ready to move flat in Sohna Gurgaon Road can be taken at a very economical pricing of INR 1.75 Cr. It is unfurnished to accommodate your needs.",1.75 Cr ,9695.0,gurgaon,1605.0,Ready to Move,5.0,Resale,Unfurnished,,,orchid petals,3.0,3,,,,,
46490,2 BHK Ready to Occupy Flat for sale Perambur,"Discover this immaculate 2 BHK flat for sale at the pristine Perambur in Chennai. Invest your valuable money in this flat that is for resale. In Perambur, this ready to move flat is available at an attractive price of INR 43 Lac. The flat is uniquely designed to enhance the living style. It is semi-furnished, studded with all the basic facilities. The flat is easily approachable because it is near to behind s2 cinemas and venus market. next road to carriage railway stn..",43 Lac ,6825.0,chennai,580.0,Ready to Move,1.0,Resale,Semi-Furnished,West,,,2.0,,,Freehold,,,
30570,3 BHK Ready to Occupy Flat for sale in Sriven Rag Metropole J P Nagar,"JP Nagar, Bangalore has an attractive 3 BHK Flat for sale. Strategically situated in the Sriven Rag Metropole site, it is placed at a prime location. This apartment is a property of choice for resale. This ready to move flat is offered at an economical price of INR 63 Lac. You will find it semi-furnished. Landmarks near the apartment include national public school.",63 Lac ,3877.0,bangalore,1435.0,Ready to Move,3.0,Resale,Semi-Furnished,East,,,3.0,3,"1 Covered,",Freehold,,,
44322,2 BHK Ready to Occupy Flat for sale in Optima Ace Ambattur,"This exquisite 2 BHK Flat is offered for sale in Ambattur, Chennai. This flat is situated within the renown township of Optima Ace. This flat for resale is the perfect property for you! This ready to move flat located in Ambattur is available for purchase at a fair price of INR 42 Lac. This contemporary apartment is semi-furnished. The property is constructed with proximity to major landmarks like rudrappa swami school.",42 Lac ,4795.0,chennai,780.0,Ready to Move,2.0,Resale,Semi-Furnished,South,Main Road,,2.0,2,,Freehold,,,
71276,4 BHK Ready to Occupy Flat for sale Kakatiya Hills Vasanth Nagar Colony,"This lovely 4 BHK Flat in Kakatiya Hills, Hyderabad is up for sale. This apartment is a property of choice for sale. This ready to move flat in Kakatiya Hills is available for a reasonable price of INR 3.98 Cr. Its possession date is Jun '23. The flat is semi-furnished and is suitable for any family size. The flat is in close proximity to prominent landmarks like oakridge school, yashoda hospitals, durgam cheruvu recreation park.",3.98 Cr ,11056.0,hyderabad,3600.0,Ready to Move,4.0,New Property,Semi-Furnished,North,Garden/Park,,4.0,1,1 Covered,Freehold,,,
132494,"3 BHK Ready to Occupy Flat for sale Devli, Sangam Vihar",This ready to move-in 3 BHK flat is available for sale at the premium Devli in New Delhi. Your hunt for the perfect apartment for resale comes to an end here. This apartment ready to move in the Devli is available for an attractive price of INR 60 Lac. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level. Some of the landmarks in the vicinity include near rising star public school.,60 Lac ,5000.0,new-delhi,900.0,Ready to Move,3.0,Resale,Semi-Furnished,North - West,Garden/Park,,2.0,2,1 Covered,Freehold,,,
47662,3 BHK Ready to Occupy Flat for sale in Iris Court Grand Southern Trunk Road,"3 BHK flat available for sale in Chennai in the prime location of Grand Southern Trunk Road. Well-tucked in the Iris Court township, the property is easily accessible. Invest your valuable money in this flat that is for resale. You can buy this ready to move flat in Grand Southern Trunk Road at a reasonable price of INR 60 Lac. The flat is semi-furnished and makes for an ideal choice for any family.",60 Lac ,4283.0,chennai,1060.0,Ready to Move,1.0,Resale,Semi-Furnished,,,,3.0,2,,,,,
99867,2 BHK Ready to Occupy Flat for sale in DLF New Town Heights Rajarhat,"2 BHK, Multistorey Apartment is available for Sale in Rajarhat, Kolkata for 72.0 Lac(s)",72 Lac ,5728.0,kolkata,900.0,Ready to Move,2.0,Resale,Unfurnished,East,"Pool, Garden/Park, Main Road",DLF New Town Heights,2.0,2,,,,,
135990,3 BHK Ready to Occupy Flat for sale in East of Kailash East Of Kailash Block B,"East Of Kailash Block B, New Delhi has an appealing 3 BHK flat for sale with various amenities. Situated in the East Of Kailash township, it has a prime location. Your search ends here, because this flat for sale is among the best bargains in town. The ready to move flat in East Of Kailash Block B is all ready for sale at a low-priced budget of INR 2.35 Cr. The flat is semi-furnished and makes for an ideal choice for any family.",2.35 Cr ,20435.0,new-delhi,1000.0,Ready to Move,1.0,New Property,Semi-Furnished,,,East of Kailash,3.0,2,,,,,
166307,2 BHK Ready to Occupy Flat for sale in Raghunath Residency Sidcul,"Sidcul, Haridwar has an appealing 2 BHK flat for sale with various amenities. This flat is situated within the renown township of Raghunath Residency. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! This ready to move property in Sidcul is readily available within an affordable cost of INR 36 Lac. The flat is furnished and is suitable for any family size.",36 Lac ,3273.0,haridwar,1100.0,Ready to Move,2.0,Resale,Furnished,,,Raghunath Residency,2.0,1,,,,,
186483,3 BHK Ready to Occupy Flat for sale in Green Valley Residencia ZIRAKPUR,"Have a look at this immaculate 3 BHK flat for sale in ZIRAKPUR, Zirakpur. It enjoys an excellent location within the Green Valley Residencia. This flat for sale is a choice property. The ready to move flat in ZIRAKPUR is all ready for sale at a low-priced budget of INR 72.9 Lac. Available in semi-furnished state, this flat is a great buy. This 3 BHK flat boasts of being in close proximity to significant landmarks like elegantly designed front gate with colorful flower bedshomes placed a that enhance the overall living experience.",72.9 Lac ,4197.0,zirakpur,1250.0,Ready to Move,2.0,New Property,Semi-Furnished,East,"Garden/Park, Pool, Main Road",Green Valley Residencia,3.0,2,1 Covered,Freehold,,,
1831,3 BHK Ready to Occupy Flat for sale in RNA NG Eclat Lokhandwala Complex,"This beautiful 3 BHK Flat is available for sale in Lokhandwala Complex, Mumbai. This flat is placed in a marvellous location within the Rna Ng Eclat complex. This apartment is a property of choice for resale. This ready to move property in Lokhandwala Complex is readily available within an affordable cost of INR 4.10 Cr. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level. this property is close by link road andheri west. are some of the well-known landmarks in this locality.",4.10 Cr ,21026.0,mumbai,1100.0,Ready to Move,26.0,Resale,Unfurnished,North,Garden/Park,RNA NG Eclat,3.0,,1 Covered,Freehold,,,
118705,4 BHK Ready to Occupy Flat for sale in Hamdam Apartment Dwarka Sector 18,"Up for immediate sale is a 4 BHK apartment in Dwarka Sector 18, New Delhi. Don't miss this bargain flat for sale. This flat is situated within the renown township of Hamdam Apartment. This flat for resale is a choice property. This ready to move flat in Dwarka Sector 18 can be taken at a very economical pricing of INR 2.68 Cr. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities. The flat is in close proximity to prominent landmarks like venkateshwar hospital.",2.68 Cr ,11167.0,new-delhi,2100.0,Ready to Move,8.0,Resale,Unfurnished,North - East,"Garden/Park, Main Road",Hamdam Apartment,3.0,4,"1 Covered,",Freehold,,,
112359,2 BHK Ready to Occupy Flat for sale in Arbi 5th Avenue Madhyamgram,"New fully furnished flat of 3yrs with separate covered garrage of 160 sq feet. Jessore road 3min, Madhyamgram Chowmatha 7min, Madhyamgram Station 5min, Star mall 4min. Owner property, NO BROKERAGE. 2BEDROOMS, 2TOILETS, 1BALCONY. Modular kitchen with Chimney, 2 wardrobes, False Ceiling across all the rooms, TV unit, Wine Rack, Curtains, Pureit Ultima water Purifier, 1 king size hydrolic storage Bed, Air conditionerAC pre installed. Prime location. Negotiable. Urgent Sale",31 Lac ,3827.0,kolkata,680.0,Ready to Move,3.0,Resale,Furnished,South -West,Main Road,Arbi 5th Avenue,2.0,1,,Freehold,,,
70905,"2 BHK Ready to Occupy Flat for sale in Ananda Homes Bay Hills Narsingi, Outer Ring Road","Carefully laid out in the prime location of Narsingi in Hyderabad, this spacious 2 BHK flat on sale is a meticulously planned project. Strategically situated in the Ananda Homes Bay Hills site, it is placed at a prime location. This flat all equipped with required facilities, is up for resale. Available at a reasonable selling price of INR 1.20 Cr, this ready to move apartment in Narsingi is a great buy. This flat is an ideal choice because it is an semi-furnished apartment with all basic amenities.",1.20 Cr ,9231.0,hyderabad,975.0,Ready to Move,6.0,Resale,Semi-Furnished,West,"Garden/Park, Pool, Main Road",,2.0,1,,Freehold,,,
100154,2 BHK Ready to Occupy Flat for sale Action Area I,"2 BHK, Builder Floor Apartment is available for Sale in Action Area I, Kolkata for 68.0 Lac(s)",68 Lac ,6182.0,kolkata,890.0,Ready to Move,2.0,Resale,Unfurnished,North - East,,,2.0,1,,Freehold,,,
87464,3 BHK Ready to Occupy Flat for sale Vaishali Nagar,"This lovely 3 BHK Flat in Vaishali Nagar, Jaipur is up for sale. This apartment is a property of choice for sale. This ready to move flat in Vaishali Nagar can be availed at a reasonable price of INR 53 Lac. The apartment is semi-furnished. The flat is in close proximity to prominent landmarks like vaishali nagar.",53 Lac ,3756.0,jaipur,1058.0,Ready to Move,3.0,New Property,Semi-Furnished,East,Main Road,,3.0,2,1 Covered,Freehold,,,
85027,2 BHK Ready to Occupy Flat for sale Jagatpura,"This attractive 2 BHK apartment can be found for sale in Jagatpura, Jaipur. This apartment for sale is a great choice. The ready to move flat in the prime area of Jagatpura is available at a reasonable price of INR 30 Lac. You will find it semi-furnished. The prime landmarks near this property are rtec mall and au bank.",30 Lac ,2857.0,jaipur,900.0,Ready to Move,3.0,New Property,Semi-Furnished,East,Main Road,,2.0,2,,Freehold,,,
88186,3 BHK Ready to Occupy Flat for sale Vaishali Nagar,"3 BHK flat available for sale in Jaipur in the prime location of Vaishali Nagar. This apartment is a property of choice for sale. In Vaishali Nagar, this ready to move flat is available at an attractive price of INR 44 Lac. The flat is semi-furnished and makes for an ideal choice for any family. Prominent landmarks in and around this locality are vaisahli nagar.",44 Lac ,3826.0,jaipur,862.0,Ready to Move,3.0,New Property,Semi-Furnished,East,Main Road,,3.0,2,1 Covered,Freehold,,,
1332,2 BHK Ready to Occupy Flat for sale Brahma appt Nagpur,"Carefully laid out in the prime location of Brahma appt in Nagpur, this spacious 2 BHK flat on sale is a meticulously planned project. This is a desirable apartment for resale. In Brahma appt, this ready to move flat is available at an attractive price of INR 60 Lac. It is a furnished apartment.",60 Lac ,5455.0,nagpur,750.0,Ready to Move,3.0,Resale,Furnished,,,,2.0,1,,,,,
96100,2 BHK Ready to Occupy Flat for sale Nayabad,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,42 Lac ,4521.0,kolkata,745.0,Ready to Move,1.0,Resale,Furnished,North - East,Main Road,,2.0,1,1 Covered,Freehold,,,
69378,4 BHK Ready to Occupy Flat for sale in Emaar Emerald Hills Sector 65,"Up for immediate sale is a 4 BHK apartment in Sector 65, Gurgaon. Don't miss this bargain flat for sale. Ideally situated in the Emaar Emerald Hills township it enjoys a prime location. This is a desirable apartment for resale. This ready to move flat located in Sector 65 is available for purchase at a fair price of INR 2.90 Cr. The flat is sold in semi-furnished condition. The flat is in close proximity to prominent landmarks like this is a very nice landmark in emaar emerald hills sector 65..",2.90 Cr ,16111.0,gurgaon,1500.0,Ready to Move,2.0,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",Emaar Emerald Hills,4.0,4,2 Open,Leasehold,,,
175918,3 BHK Ready to Occupy Flat for sale Bariatu,"One can find this stunning 3 BHK flat for sale in Bariatu, Ranchi. This apartment is a property of choice for resale. This ready to move flat in Bariatu comes at an affordable price of INR 85 Lac. This premium semi-furnished flat spells quality and comfort at a competitive price. near by ram piyari hospital are some major landmarks near the apartment.",85 Lac ,5667.0,ranchi,1421.0,Ready to Move,2.0,Resale,Semi-Furnished,East,"Garden/Park, Main Road",,2.0,2,1 Covered,Freehold,,,
86036,3 BHK Ready to Occupy Flat for sale in Mahima Elite Shyam Nagar,"Have a look at this immaculate 3 BHK flat for sale in Shyam Nagar, Jaipur. This flat is placed in a marvellous location within the Mahima Elite complex. Your search ends here, because this flat for resale is among the best bargains in town. This ready to move flat in Shyam Nagar can be availed at a reasonable price of INR 1.70 Cr. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities. vivek vihar metro station and big bazaar are some major landmarks near the apartment.",1.70 Cr ,7805.0,jaipur,1525.0,Ready to Move,6.0,Resale,Unfurnished,West,"Pool, Main Road",Mahima Elite,4.0,2,,Leasehold,,,
171610,3 BHK Ready to Occupy Flat for sale in Acme Eden and Emerald Court Sector 91,"This exquisite 3 BHK Flat is offered for sale in Sector 91, Mohali. This flat is situated within the renown township of Acme Eden And Emerald Court. This is one of the best properties available for resale. This ready to move flat in Sector 91 can be availed at a reasonable price of INR 1.10 Cr. You will find it semi-furnished. Some neighbouring landmarks are near chparchiddi sector 91.",1.10 Cr ,4900.0,mohali,1850.0,Ready to Move,11.0,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",Acme Eden and Emerald Court,4.0,3,"1 Covered,",Freehold,,,
75352,3 BHK Ready to Occupy Flat for sale Saidabad,"This lovely 3 BHK Flat in Saidabad, Hyderabad is up for sale. This flat for resale has a desirable location. This ready to move flat located in Saidabad is available for purchase at a fair price of INR 90 Lac. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level.",90 Lac ,5566.0,hyderabad,1602.0,Ready to Move,3.0,Resale,Unfurnished,,,,3.0,1,,,,,
76801,4 BHK Ready to Occupy Flat for sale Kakatiya Hills Vasanth Nagar Colony,"This attractive 4 BHK apartment can be found for sale in Kakatiya Hills, Hyderabad. This is a desirable apartment for sale. Located in Kakatiya Hills, this ready to move apartment is sold at a fair selling price of INR 3.98 Cr. Its date of possession is Jun '23. This semi-furnished flat is strategically designed with all the amenities to enhance the living experience. The property is constructed with proximity to major landmarks like oakridge school, yashoda hospitals, durgam cheruvu recreation park.",3.98 Cr ,11056.0,hyderabad,3600.0,Ready to Move,2.0,New Property,Semi-Furnished,North,Garden/Park,,4.0,1,2 Covered,Freehold,,,
109365,2 BHK Ready to Occupy Flat for sale in Tirupati Enclave Samarpally,Semifurnished flat with well connection with Salt Lake and Airport.,22 Lac ,3793.0,kolkata,500.0,Ready to Move,5.0,Resale,Semi-Furnished,,,Tirupati Enclave,1.0,1,,,,,
113363,4 BHK Ready to Occupy Flat for sale in Azea Botanica Vrindavan Yojana,"Vrindavan Yojana, Lucknow has an attractive 4 BHK Flat for sale. It is in a prime location within the Azea Botanica. Invest your valuable money in this flat that is for resale. This ready to move flat located in Vrindavan Yojana is available for purchase at a fair price of INR 1.45 Cr. This contemporary apartment is furnished. shaeedpath are some of the well-known landmarks in this locality.",1.45 Cr ,7056.0,lucknow,1390.0,Ready to Move,6.0,Resale,Furnished,East,"Pool, Garden/Park, Main Road",Azea Botanica,3.0,3,,Freehold,,,
88167,3 BHK Ready to Occupy Flat for sale Mansarovar Extension,"Creatively planned and constructed is a 3 BHK flat for sale in Mansarovar Extension, Jaipur. This flat for sale is a choice property. The ready to move flat in the prime area of Mansarovar Extension is available at a reasonable price of INR 48 Lac. You will find it semi-furnished. Some neighbouring landmarks are mansarovar extension, jaipur..",48 Lac ,3315.0,jaipur,1086.0,Ready to Move,3.0,New Property,Semi-Furnished,East,Main Road,,3.0,2,1 Covered,Freehold,,,
40654,3 BHK Ready to Occupy Flat for sale in ARC Noor Pearl Shastri Nagar Adyar,"Shastri Nagar Adyar, Chennai has an attractive 3 BHK Flat for sale. Situated in the Arc Noor Pearl township, it has a prime location. Your search ends here, because this flat for sale is among the best bargains in town. This ready to move flat in Shastri Nagar Adyar comes at an affordable price of INR 4.25 Cr. The flat is semi-furnished and is suitable for any family size. Significant landmarks in its proximity are it is very luxurious property and hi fi society.",4.25 Cr ,16284.0,chennai,1950.0,Ready to Move,3.0,New Property,Semi-Furnished,South - East,"Garden/Park, Main Road",,3.0,2,5 Covered,Freehold,,,
16022,2 BHK Ready to Occupy Flat for sale Horamavu,"2 BHK flat available for sale in Bangalore in the prime location of Horamavu. This premium flat is available for sale at an unbelievable price, so, grab it before it's gone! This ready to move flat in Horamavu comes at an affordable price of INR 48 Lac. Its possession date is Jul '23. This contemporary apartment is semi-furnished. before railway gate are a few nearby landmarks.",48 Lac ,4274.0,bangalore,870.0,Ready to Move,2.0,New Property,Semi-Furnished,East,Main Road,,2.0,2,1 Covered,Freehold,,,
28384,3 BHK Ready to Occupy Flat for sale in Bhartiya City Nikoo Homes Phase 2 Thanisandra Main Road,"Thanisandra Main Road, Bangalore has an appealing 3 BHK flat for sale with various amenities. Ideally situated in the Bhartiya City Nikoo Homes Phase 2 township it enjoys a prime location. This flat is an attractive property for resale. This ready to move property in Thanisandra Main Road is readily available within an affordable cost of INR 3.10 Cr. The possession date of the flat stands at Jul '22. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level.",3.10 Cr ,13108.0,bangalore,1415.0,Ready to Move,32.0,Resale,Semi-Furnished,East,,,3.0,3,,,,,
147609,3 BHK Ready to Occupy Flat for sale in Shanker Greens Taj Nagri,"Taj Nagri, Agra has an attractive 3 BHK Flat for sale. Situated in the Shanker Greens township, it has a prime location. This apartment is a property of choice for resale. This apartment ready to move in the Taj Nagri is available for an attractive price of INR 93 Lac. The flat is semi-furnished and is suitable for any family size. opposite double tree by hilton taj nagri phase 2 are a few nearby landmarks.",93 Lac ,5201.0,agra,1788.0,Ready to Move,8.0,Resale,Semi-Furnished,North - West,"Pool, Garden/Park, Main Road",Shanker Greens,3.0,3,,Freehold,,,
39873,3 BHK Ready to Occupy Flat for sale in Praveen Vedha Anna Nagar,"This magnificent 3 BHK Flat is available for sale in Anna Nagar, Chennai. It is housed in the well-planned Praveen Vedha township in an advantageous location. This flat all equipped with required facilities, is up for resale. This apartment ready to move in the Anna Nagar is available for an attractive price of INR 1.53 Cr. The spacious apartment is semi-furnished.",1.53 Cr ,11769.0,chennai,900.0,Ready to Move,3.0,Resale,Semi-Furnished,North,Garden/Park,,2.0,1,,Freehold,,,
125757,2 BHK Ready to Occupy Flat for sale in Aadarsh Apartment Dwarka Sector 3,"Dwarka Sector 3, New Delhi has an appealing 2 BHK flat for sale with various amenities. Ideally situated in the Aadarsh Apartment township it enjoys a prime location. This flat for resale has a desirable location. This ready to move flat in Dwarka Sector 3 can be taken at a very economical pricing of INR 75 Lac. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level. The prime landmarks near this property are orp dwarka sec 5..",75 Lac ,7895.0,new-delhi,850.0,Ready to Move,1.0,Resale,Semi-Furnished,East,Main Road,Aadarsh Apartment,2.0,2,2 Open,Freehold,,,
81845,3 BHK Ready to Occupy Flat for sale Manikonda Jagir,"One can find this stunning 3 BHK flat for sale in Manikonda Jagir, Hyderabad. Invest your valuable money in this flat that is for resale. This apartment ready to move in the Manikonda Jagir is available for an attractive price of INR 1.40 Cr. The flat is sold in semi-furnished condition.",1.40 Cr ,6931.0,hyderabad,1700.0,Ready to Move,2.0,Resale,Semi-Furnished,East,Main Road,,3.0,2,,Freehold,,,
134645,2 BHK Ready to Occupy Flat for sale Dwarka Mor,"This exquisite 2 BHK Flat is offered for sale in Dwarka Mor, New Delhi. This flat for sale has a desirable location. This apartment ready to move in the Dwarka Mor is available for an attractive price of INR 23 Lac. The spacious apartment is furnished. The flat is easily approachable because it is near to dwarka mor metro station.",23 Lac ,4646.0,new-delhi,495.0,Ready to Move,1.0,New Property,Furnished,East,"Garden/Park, Main Road",,2.0,1,1 Covered,Freehold,,,
114763,4 BHK Ready to Occupy Flat for sale in Lodha Evoq Wadala East,"This lovely 4 BHK Flat in Wadala East, Mumbai is up for sale. This flat is placed in a marvellous location within the Lodha Evoq complex. This apartment is a property of choice for sale. This ready to move flat located in Wadala East is available for purchase at a fair price of INR 8.04 Cr. It is a unfurnished apartment. wadala east are some major landmarks near the apartment.",8.04 Cr ,40200.0,mumbai,2000.0,Ready to Move,16.0,New Property,Unfurnished,East,"Pool, Garden/Park, Main Road",Lodha Evoq,4.0,4,2 Covered,Freehold,,,
69946,"3 BHK Ready to Occupy Flat for sale in Malibu Town Malibu Town, Sector 47","Creatively planned and constructed is a 3 BHK flat for sale in Malibu Town, Gurgaon. Ideally situated in the Malibu Town township it enjoys a prime location. This flat is available as a sale property. You can buy this ready to move flat in Malibu Town at a reasonable price of INR 1.75 Cr. The spacious apartment is semi-furnished. The prime landmarks near this property are opp. jmd megapolis.",1.75 Cr ,12963.0,gurgaon,1296.0,Ready to Move,2.0,New Property,Semi-Furnished,East,"Garden/Park, Main Road",Malibu Town,3.0,2,2 Covered,Freehold,,,
136087,3 BHK Ready to Occupy Flat for sale in Rama Apartment Dwarka Sector 11,"Creatively planned and constructed is a 3 BHK flat for sale in Dwarka Sector 11, New Delhi. It enjoys an excellent location within the Rama Apartment. Your search ends here, because this flat for resale is among the best bargains in town. The ready to move flat in Dwarka Sector 11 is all ready for sale at a low-priced budget of INR 1.78 Cr. The flat is uniquely designed to enhance the living style. It is semi-furnished, studded with all the basic facilities.",1.78 Cr ,12714.0,new-delhi,1300.0,Ready to Move,6.0,Resale,Semi-Furnished,,Main Road,Rama Apartment,2.0,3,"1 Covered,",Freehold,,,
109819,2 BHK Ready to Occupy Flat for sale in One Rajarhat New Town,"The mentioned Price indicates only the Base Price. This excludes the cost for Parking, Extra Charges and Deposits, GST, Registration and Stamp Duty::::::::One Rajarhat::::New Tow, Action Area1::::G22 & G23, 3 Towers, 328 Flats, State Of The Art Multi Gym, Banquet Hall Cum Badminton Court, Infinity Pool, Synthetic Grass Tennis Court, Table Tennis Room, Massage Spa Room,::::::::Premium Flats Available, At Best Locations, With Best Architecture & Amenities::::::::The Property Price and Availability is subject to change without any prior notice at the discretion of the Seller",1.20 Cr ,9646.0,kolkata,740.0,Ready to Move,,New Property,Unfurnished,,Main Road,One Rajarhat,2.0,,1 Covered,Freehold,,,
187115,3 BHK Ready to Occupy Flat for sale in Escon Primera Airport Road,"Creatively planned and constructed is a 3 BHK flat for sale in Airport Road, Zirakpur. It is based at Escon Primera complex, that occupies a prominent place in the locality. This flat is an attractive property for sale. In Airport Road, this ready to move flat is available at an attractive price of INR 96.1 Lac. The year and month of possession of this flat is Aug '23. This contemporary apartment is unfurnished. The property is constructed with proximity to major landmarks like near commercials malls and just 4km away from airport road..",96.1 Lac ,6200.0,zirakpur,998.0,Ready to Move,5.0,New Property,Unfurnished,East,Garden/Park,Escon Primera,3.0,4,2 Covered,Freehold,,,
163468,2 BHK Ready to Occupy Flat for sale Greater Noida West,"Carefully laid out in the prime location of Greater Noida West in Greater Noida, this spacious 2 BHK flat on sale is a meticulously planned project. This is one of the best properties available for resale. This apartment ready to move in the Greater Noida West is available for an attractive price of INR 46 Lac. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level. The property is constructed with proximity to major landmarks like near by gaur city mall noida extension greater noida west.",46 Lac ,4163.0,greater-noida,1050.0,Ready to Move,14.0,Resale,Semi-Furnished,South,"Garden/Park, Main Road",,2.0,3,1 Covered,Leasehold,,,
186864,3 BHK Ready to Occupy Flat for sale Kishanpura,"One can find this stunning 3 BHK flat for sale in Kishanpura, Zirakpur. Invest your valuable money in this flat that is for resale. This ready to move flat in Kishanpura is available for a reasonable price of INR 38.9 Lac. The flat is semi-furnished and makes for an ideal choice for any family. Some of the landmarks in the vicinity include delhi public world school.",38.9 Lac ,3274.0,zirakpur,1053.0,Ready to Move,1.0,Resale,Semi-Furnished,East,"Garden/Park, Main Road",,3.0,2,,Freehold,,,
93686,3 BHK Ready to Occupy Flat for sale in Diamond City North Jessore Road,Covered garage facility of 70 sqft is also available.,85 Lac ,7007.0,kolkata,1020.0,Ready to Move,5.0,Resale,Unfurnished,North - East,"Garden/Park, Main Road",Diamond City North,2.0,2,,Freehold,,,
153462,"3 BHK Ready to Occupy Flat for sale Doon Vihar, Jakhan","Doon Vihar - Jakhan, Dehradun has an attractive 3 BHK Flat for sale. This flat for resale is the perfect property for you! Located in Doon Vihar - Jakhan, this ready to move apartment is sold at a fair selling price of INR 78 Lac. This premium unfurnished flat spells quality and comfort at a competitive price. near rajpur road are some major landmarks near the apartment.",78 Lac ,4875.0,dehradun,1400.0,Ready to Move,2.0,Resale,Unfurnished,East,,,3.0,1,,Freehold,,,
46989,3 BHK Ready to Occupy Flat for sale Vanagaram,"This attractive 3 BHK apartment can be found for sale in Vanagaram, Chennai. This apartment is a property of choice for sale. This ready to move flat in Vanagaram can be availed at a reasonable price of INR 69 Lac. Rest easy, as its possession date is Dec '22. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities. The property is constructed with proximity to major landmarks like velammal international school – 0.5 km.",69 Lac ,5169.0,chennai,1068.0,Ready to Move,3.0,New Property,Unfurnished,North,Garden/Park,,3.0,1,1 Covered,Freehold,,,
